shape,changeType,blockNum,trialID,response,confidence,rt,subjectID,experimentName,experimentVersion,experimentTime,studyID,sessionID,browserName,browserVersion,displayWindowHeight,displayWindowWidth,displayScreenHeight,displayScreenWidth,change_key,gender,age,taskGuess,purposeGuess,commentText,totalTime,collapsedChange,correctAnswer,fullShapeName,responded_correctly,count,analysisChangeType
shape4,no_change1,3,34,different,7,1845.4,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,no_change,same,shape4_no_change1,0,1,none
shape7,concave_area1,3,35,same,6,1519.3,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,concave_area1,different,shape7_concave_area1,0,1,concave
shape4,concave_nofill_area2,4,36,different,8,1685.4,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,concave_nofill_area2,different,shape4_concave_nofill_area2,1,1,concave_nofill
shape8,no_change6,4,37,different,5,1741.8,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,no_change,same,shape8_no_change6,0,1,none
shape1,no_change5,4,38,different,8,1233.8,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,no_change,same,shape1_no_change5,0,1,none
shape6,concave_nofill_area1,4,39,different,9,1116.7,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,concave_nofill_area1,different,shape6_concave_nofill_area1,1,1,concave_nofill
shape2,no_change4,4,40,different,1,2681.5,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,no_change,same,shape2_no_change4,0,1,none
shape5,convex_area1,4,41,different,9,1233.2,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,convex_area1,different,shape5_convex_area1,1,1,convex
shape3,convex_area2,4,42,different,9,1048.3,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,convex_area2,different,shape3_convex_area2,1,1,convex
shape7,no_change1,4,43,different,3,1506.1,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,no_change,same,shape7_no_change1,0,1,none
catch_shape,no_change1,4,44,same,3,1784.7,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,no_change,same,catch_shape_no_change1,1,1,none
shape4,concave_nofill_area1,5,45,different,9,1088.1,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,concave_nofill_area1,different,shape4_concave_nofill_area1,1,1,concave_nofill
shape6,convex_area2,5,46,different,9,1170.4,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,convex_area2,different,shape6_convex_area2,1,1,convex
shape3,no_change1,5,47,different,2,2328.6,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,no_change,same,shape3_no_change1,0,1,none
catch_shape,change3,5,48,different,9,1219.4,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,change3,different,catch_shape_change3,1,1,none
shape2,concave_area1,5,49,different,8,1161.2,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,concave_area1,different,shape2_concave_area1,1,1,concave
shape1,no_change2,5,50,different,4,1264.0,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,no_change,same,shape1_no_change2,0,1,none
shape8,concave_area1,5,51,different,3,1138.3,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,concave_area1,different,shape8_concave_area1,1,1,concave
shape7,concave_nofill_area1,5,52,different,9,1385.1,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,concave_nofill_area1,different,shape7_concave_nofill_area1,1,1,concave_nofill
shape5,concave_nofill_area1,5,53,different,9,983.6,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,concave_nofill_area1,different,shape5_concave_nofill_area1,1,1,concave_nofill
shape8,concave_nofill_area2,6,54,different,9,1064.2,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,concave_nofill_area2,different,shape8_concave_nofill_area2,1,1,concave_nofill
shape4,no_change2,6,55,different,3,1288.3,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,no_change,same,shape4_no_change2,0,1,none
shape3,no_change3,6,56,same,7,1402.5,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,no_change,same,shape3_no_change3,1,1,none
shape2,concave_nofill_area1,6,57,different,9,937.0,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,concave_nofill_area1,different,shape2_concave_nofill_area1,1,1,concave_nofill
shape7,no_change5,6,58,same,7,1120.0,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,no_change,same,shape7_no_change5,1,1,none
catch_shape,no_change3,6,59,same,8,1255.7,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,no_change,same,catch_shape_no_change3,1,1,none
shape6,no_change4,6,60,different,6,1330.5,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,no_change,same,shape6_no_change4,0,1,none
shape5,convex_area2,6,61,different,9,923.4,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,convex_area2,different,shape5_convex_area2,1,1,convex
shape1,concave_nofill_area1,6,62,different,6,1171.5,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,concave_nofill_area1,different,shape1_concave_nofill_area1,1,1,concave_nofill
shape1,concave_area2,7,63,different,8,1022.2,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,concave_area2,different,shape1_concave_area2,1,1,concave
shape2,no_change5,7,64,different,4,1205.5,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,no_change,same,shape2_no_change5,0,1,none
shape4,convex_area2,7,65,different,8,1066.1,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,convex_area2,different,shape4_convex_area2,1,1,convex
shape3,no_change4,7,66,different,4,1120.3,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,no_change,same,shape3_no_change4,0,1,none
shape5,no_change3,7,67,different,6,1611.9,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,no_change,same,shape5_no_change3,0,1,none
shape6,no_change6,7,68,same,5,1599.4,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,no_change,same,shape6_no_change6,1,1,none
catch_shape,no_change6,7,69,same,8,1071.6,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,no_change,same,catch_shape_no_change6,1,1,none
shape7,no_change6,7,70,same,6,1502.5,5eb9be30dc83fb0e9107d418,ducktruck,v001,1155866.8,60e37abdc60a8398fd63c9e4,60ef2e7637ee5f5cda4e553a,Chrome,91,656,1349,768,1366,q, -- select an option -- ,,"I had to watch short clips of a shape moving behind a curtain and then reappearing either as the same shape or a different shape. Then I had to indicate whether I thought the shape was the same or not after it came out from behind the curtain, and I also had to rate my confidence level in my decision about whether the shape had changed or not.",I suppose the study aims to see how obvious different types of changes in the shapes are and how confident or unconfident participants are when the shape is varying levels of different. I'm not sure how to put this into words concisely. I'm also not confident that I know the purpose of the study.,"Yes, everything went ok. I don't really have any particular comments. Thanks.",1201397.2,no_change,same,shape7_no_change6,1,1,none
